,medianHouseValue
4217,428600.0
4218,144600.0
4219,194000.0
4220,322300.0
4221,150000.0
4222,125600.0
4223,132100.0
4224,150800.0
4225,217800.0
4226,158700.0
4227,108000.0
4228,269800.0
4229,101100.0
4230,191000.0
4231,86400.0
4232,327500.0
4233,470500.0
4234,267700.0
4235,154500.0
4236,79000.0
4237,94800.0
4238,248100.0
4239,62900.0
4240,69000.0
4241,75800.0
4242,147300.0
4243,186600.0
4244,216100.0
4245,99300.0
4246,265800.0
4247,285200.0
4248,43000.0
4249,137500.0
4250,409000.0
4251,145200.0
4252,146200.0
4253,152800.0
4254,60600.0
4255,396300.0
4256,145800.0
4257,200000.0
4258,98800.0
4259,268800.0
4260,98600.0
4261,162700.0
4262,268300.0
4263,104200.0
4264,75300.0
4265,135000.0
4266,158900.0
4267,101300.0
4268,239900.0
4269,361200.0
4270,477300.0
4271,252300.0
4272,201900.0
4273,64100.0
4274,123200.0
4275,500001.0
4276,99100.0
4277,153400.0
4278,114800.0
4279,96700.0
4280,166900.0
4281,148100.0
4282,83700.0
4283,176700.0
4284,265000.0
4285,258600.0
4286,99800.0
4287,216600.0
4288,122800.0
4289,276000.0
4290,288200.0
4291,500001.0
4292,350000.0
4293,291700.0
4294,137500.0
4295,85700.0
4296,89500.0
4297,254400.0
4298,311000.0
4299,412600.0
4300,167800.0
4301,46600.0
4302,100000.0
4303,183800.0
4304,365000.0
4305,55200.0
4306,169200.0
4307,220500.0
4308,500001.0
4309,151300.0
4310,382100.0
4311,56600.0
4312,92100.0
4313,64000.0
4314,166500.0
4315,116700.0
4316,500001.0
4317,396200.0
4318,240000.0
4319,178800.0
4320,386700.0
4321,113700.0
4322,60000.0
4323,114600.0
4324,140000.0
4325,268500.0
4326,151100.0
4327,94500.0
4328,46700.0
4329,276200.0
4330,369100.0
4331,260500.0
4332,236100.0
4333,151800.0
4334,135300.0
4335,266700.0
4336,110000.0
4337,254100.0
4338,189700.0
4339,102700.0
4340,194100.0
4341,243800.0
4342,330000.0
4343,138900.0
4344,269700.0
4345,299200.0
4346,500001.0
4347,181300.0
4348,135900.0
4349,183400.0
4350,270300.0
4351,165400.0
4352,216700.0
4353,398400.0
4354,333800.0
4355,256300.0
4356,249100.0
4357,500001.0
4358,70000.0
4359,167600.0
4360,217100.0
4361,431400.0
4362,175800.0
4363,94100.0
4364,162500.0
4365,111500.0
4366,79100.0
4367,215900.0
4368,450000.0
4369,120500.0
4370,160500.0
4371,50800.0
4372,200000.0
4373,88900.0
4374,450700.0
4375,300000.0
4376,111700.0
4377,269100.0
4378,26900.0
4379,63800.0
4380,91800.0
4381,466400.0
4382,169800.0
4383,245600.0
4384,196000.0
4385,62200.0
4386,414300.0
4387,95000.0
4388,327300.0
4389,300000.0
4390,73100.0
4391,206200.0
4392,500001.0
4393,173200.0
4394,331000.0
4395,120100.0
4396,488900.0
4397,152700.0
4398,461200.0
4399,234600.0
4400,201200.0
4401,316400.0
4402,362500.0
4403,218400.0
4404,287200.0
4405,54600.0
4406,110000.0
4407,162500.0
4408,201700.0
4409,165800.0
4410,58700.0
4411,193300.0
4412,122300.0
4413,163000.0
4414,271200.0
4415,500001.0
4416,210000.0
4417,166300.0
4418,153800.0
4419,132700.0
4420,500001.0
4421,162500.0
4422,215700.0
4423,216700.0
4424,72500.0
4425,500001.0
4426,96000.0
4427,85000.0
4428,242800.0
4429,252600.0
4430,128600.0
4431,500001.0
4432,233700.0
4433,56700.0
4434,59100.0
4435,180500.0
4436,188500.0
4437,115400.0
4438,183200.0
4439,398200.0
4440,259800.0
4441,156600.0
4442,416500.0
4443,140100.0
4444,336800.0
4445,217700.0
4446,126900.0
4447,196900.0
4448,167200.0
4449,134400.0
4450,187500.0
4451,489800.0
4452,119800.0
4453,61400.0
4454,69500.0
4455,197400.0
4456,332100.0
4457,245100.0
4458,366200.0
4459,138000.0
4460,180500.0
4461,68200.0
4462,279300.0
4463,250000.0
4464,417500.0
4465,156500.0
4466,272400.0
4467,366700.0
4468,141900.0
4469,52500.0
4470,500001.0
4471,62500.0
4472,97900.0
4473,184400.0
4474,154200.0
4475,209100.0
4476,151200.0
4477,224400.0
4478,265400.0
4479,156000.0
4480,192200.0
4481,67500.0
4482,111500.0
4483,80000.0
4484,154700.0
4485,283300.0
4486,64700.0
4487,159900.0
4488,193800.0
4489,304400.0
4490,172900.0
4491,389200.0
4492,487500.0
4493,318100.0
4494,285700.0
4495,153600.0
4496,88600.0
4497,146900.0
4498,192100.0
4499,139400.0
4500,83300.0
4501,171100.0
4502,450700.0
4503,395000.0
4504,51800.0
4505,294000.0
4506,253900.0
4507,69300.0
4508,208900.0
4509,223300.0
4510,232100.0
4511,232500.0
4512,213800.0
4513,240300.0
4514,440900.0
4515,185400.0
4516,77300.0
4517,162800.0
4518,192100.0
4519,355800.0
4520,187500.0
4521,399300.0
4522,264600.0
4523,226500.0
4524,263900.0
4525,176300.0
4526,154300.0
4527,102100.0
4528,359400.0
4529,263600.0
4530,52000.0
4531,164800.0
4532,267600.0
4533,166100.0
4534,93600.0
4535,162900.0
4536,130700.0
4537,93600.0
4538,100000.0
4539,363700.0
4540,350000.0
4541,132000.0
4542,218800.0
4543,76400.0
4544,58600.0
4545,190700.0
4546,86600.0
4547,366000.0
4548,177000.0
4549,75000.0
4550,112500.0
4551,420000.0
4552,162500.0
4553,184900.0
4554,117600.0
4555,73200.0
4556,267200.0
4557,366700.0
4558,500001.0
4559,391200.0
4560,87600.0
4561,500000.0
4562,154400.0
4563,500001.0
4564,146500.0
4565,179100.0
4566,223900.0
4567,163000.0
4568,151500.0
4569,500001.0
4570,126800.0
4571,232400.0
4572,123600.0
4573,229100.0
4574,299400.0
4575,152500.0
4576,166300.0
4577,275000.0
4578,169500.0
4579,59200.0
4580,152800.0
4581,112500.0
4582,317700.0
4583,253800.0
4584,142100.0
4585,286800.0
4586,234600.0
4587,92600.0
4588,142500.0
4589,171000.0
4590,215600.0
4591,54400.0
4592,154500.0
4593,100500.0
4594,41800.0
4595,112500.0
4596,475000.0
4597,500001.0
4598,135700.0
4599,134500.0
4600,197600.0
4601,463600.0
4602,192400.0
4603,164400.0
4604,207200.0
4605,112000.0
4606,481500.0
4607,460000.0
4608,86200.0
4609,186400.0
4610,158700.0
4611,175200.0
4612,123400.0
4613,330800.0
4614,255000.0
4615,372000.0
4616,211800.0
4617,306300.0
4618,69000.0
4619,105100.0
4620,196800.0
4621,79500.0
4622,500001.0
4623,153900.0
4624,152300.0
4625,400000.0
4626,138400.0
4627,112500.0
4628,103300.0
4629,97100.0
4630,132700.0
4631,147900.0
4632,57500.0
4633,161000.0
4634,142900.0
4635,98800.0
4636,156300.0
4637,142600.0
4638,88900.0
4639,500001.0
4640,221100.0
4641,207000.0
4642,53400.0
4643,161000.0
4644,235000.0
4645,156500.0
4646,90600.0
4647,353100.0
4648,166700.0
4649,149200.0
4650,255300.0
4651,212100.0
4652,139800.0
4653,212200.0
4654,136900.0
4655,118500.0
4656,37500.0
4657,186000.0
4658,121500.0
4659,142100.0
4660,500001.0
4661,262100.0
4662,341200.0
4663,105200.0
4664,298200.0
4665,196900.0
4666,64100.0
4667,450000.0
4668,175000.0
4669,150000.0
4670,148800.0
4671,98500.0
4672,366900.0
4673,110400.0
4674,116400.0
4675,123200.0
4676,234900.0
4677,72300.0
4678,500001.0
4679,168600.0
4680,160600.0
4681,80000.0
4682,221300.0
4683,95800.0
4684,243600.0
4685,110300.0
4686,381800.0
4687,500001.0
4688,149300.0
4689,233000.0
4690,165900.0
4691,108900.0
4692,106400.0
4693,161300.0
4694,167600.0
4695,139600.0
4696,226700.0
4697,192500.0
4698,76600.0
4699,127100.0
4700,201500.0
4701,370100.0
4702,125000.0
4703,226500.0
4704,87500.0
4705,77000.0
4706,86200.0
4707,158200.0
4708,241700.0
4709,326500.0
4710,237500.0
4711,104500.0
4712,70700.0
4713,233700.0
4714,70000.0
4715,500001.0
4716,242700.0
4717,192600.0
4718,105300.0
4719,251400.0
4720,500001.0
4721,364700.0
4722,500001.0
4723,500001.0
4724,118800.0
4725,66800.0
4726,246900.0
4727,500001.0
4728,76100.0
4729,334400.0
4730,110500.0
4731,254000.0
4732,92700.0
4733,144900.0
4734,151400.0
4735,144100.0
4736,150000.0
4737,364300.0
4738,58700.0
4739,500001.0
4740,275000.0
4741,73800.0
4742,293700.0
4743,267500.0
4744,417300.0
4745,418800.0
4746,14999.0
4747,376600.0
4748,140300.0
4749,152500.0
4750,163300.0
4751,168900.0
4752,268400.0
4753,74700.0
4754,180800.0
4755,131300.0
4756,71300.0
4757,112500.0
4758,384400.0
4759,87600.0
4760,162500.0
4761,190300.0
4762,240700.0
4763,334700.0
4764,268500.0
4765,189300.0
4766,350000.0
4767,237900.0
4768,150400.0
4769,113900.0
4770,86900.0
4771,145200.0
4772,112500.0
4773,251300.0
4774,278100.0
4775,111300.0
4776,342800.0
4777,151600.0
4778,211000.0
4779,43000.0
4780,121900.0
4781,95300.0
4782,112000.0
4783,65600.0
4784,97900.0
4785,57500.0
4786,148800.0
4787,189800.0
4788,126600.0
4789,250000.0
4790,350000.0
4791,296400.0
4792,80600.0
4793,360400.0
4794,96900.0
4795,78800.0
4796,158000.0
4797,339800.0
4798,247700.0
4799,217900.0
4800,390100.0
4801,139800.0
4802,290900.0
4803,235200.0
4804,397500.0
4805,52900.0
4806,130600.0
4807,187500.0
4808,268300.0
4809,144700.0
4810,224700.0
4811,116700.0
4812,198800.0
4813,500001.0
4814,65800.0
4815,234600.0
4816,348300.0
4817,500001.0
4818,182000.0
4819,410400.0
4820,61100.0
4821,179500.0
4822,465800.0
4823,51400.0
4824,179200.0
4825,100000.0
4826,67900.0
4827,280200.0
4828,126800.0
4829,152100.0
4830,250400.0
4831,181800.0
4832,160600.0
4833,219300.0
4834,82800.0
4835,350000.0
4836,86900.0
4837,78600.0
4838,171300.0
4839,144100.0
4840,189100.0
4841,489000.0
4842,181100.0
4843,147700.0
4844,81800.0
4845,212500.0
4846,182100.0
4847,333700.0
4848,193800.0
4849,243600.0
4850,99300.0
4851,161400.0
4852,124200.0
4853,122500.0
4854,133100.0
4855,143900.0
4856,438000.0
4857,353400.0
4858,262500.0
4859,225800.0
4860,115500.0
4861,247000.0
4862,186700.0
4863,146300.0
4864,118200.0
4865,347800.0
4866,54100.0
4867,334200.0
4868,93800.0
4869,225000.0
4870,188100.0
4871,500001.0
4872,172900.0
4873,80800.0
4874,182000.0
4875,186600.0
4876,162500.0
4877,110100.0
4878,86900.0
4879,89300.0
4880,244400.0
4881,220100.0
4882,163600.0
4883,184700.0
4884,157000.0
4885,94400.0
4886,83100.0
4887,141800.0
4888,213200.0
4889,295200.0
4890,59100.0
4891,72700.0
4892,336300.0
4893,269800.0
4894,169500.0
4895,198500.0
4896,159800.0
4897,206300.0
4898,122500.0
4899,203700.0
4900,307300.0
4901,189600.0
4902,95700.0
4903,266700.0
4904,388100.0
4905,84000.0
4906,225900.0
4907,250000.0
4908,193000.0
4909,135300.0
4910,247300.0
4911,161900.0
4912,187700.0
4913,55900.0
4914,112500.0
4915,92300.0
4916,143500.0
4917,379300.0
4918,100000.0
4919,206300.0
4920,400000.0
4921,500001.0
4922,206300.0
4923,436700.0
4924,162500.0
4925,144600.0
4926,500001.0
4927,263900.0
4928,160600.0
4929,265000.0
4930,473000.0
4931,406200.0
4932,331600.0
4933,239600.0
4934,312500.0
4935,311500.0
4936,255400.0
4937,72100.0
4938,91100.0
4939,92200.0
4940,234600.0
4941,89800.0
4942,158200.0
4943,185400.0
4944,105700.0
4945,500001.0
4946,156800.0
4947,66900.0
4948,160800.0
4949,96300.0
4950,107000.0
4951,102800.0
4952,154700.0
4953,232700.0
4954,56200.0
4955,262500.0
4956,195400.0
4957,351200.0
4958,52400.0
4959,103800.0
4960,90700.0
4961,204700.0
4962,500001.0
4963,140700.0
4964,113500.0
4965,92600.0
4966,204200.0
4967,137900.0
4968,112500.0
4969,500001.0
4970,130600.0
4971,352600.0
4972,105400.0
4973,251500.0
4974,209800.0
4975,340400.0
4976,404000.0
4977,150400.0
4978,62500.0
4979,178000.0
4980,212600.0
4981,161000.0
4982,500001.0
4983,269700.0
4984,171900.0
4985,118200.0
4986,402900.0
4987,267100.0
4988,66000.0
4989,160600.0
4990,335400.0
4991,241900.0
4992,343000.0
4993,126600.0
4994,214600.0
4995,228200.0
4996,468800.0
4997,119600.0
4998,335900.0
4999,500001.0
5000,152000.0
5001,67000.0
5002,75000.0
5003,189800.0
5004,342700.0
5005,168300.0
5006,200000.0
5007,181300.0
5008,72000.0
5009,91700.0
5010,54200.0
5011,242500.0
5012,143800.0
5013,174200.0
5014,132600.0
5015,338400.0
5016,252100.0
5017,148200.0
5018,177200.0
5019,173100.0
5020,321900.0
5021,212500.0
5022,181100.0
5023,88900.0
5024,227700.0
5025,122100.0
5026,93800.0
5027,367400.0
5028,197800.0
5029,196900.0
5030,187500.0
5031,110300.0
5032,268000.0
5033,69200.0
5034,166000.0
5035,179600.0
5036,145000.0
5037,215200.0
5038,222800.0
5039,333000.0
5040,350000.0
5041,133500.0
5042,131900.0
5043,192200.0
5044,273700.0
5045,109700.0
5046,103100.0
5047,281500.0
5048,116300.0
5049,89300.0
5050,164800.0
5051,212800.0
5052,217300.0
5053,103600.0
5054,372700.0
5055,294500.0
5056,197600.0
5057,168400.0
5058,97300.0
5059,137300.0
5060,99100.0
5061,130000.0
5062,217900.0
5063,150500.0
5064,134200.0
5065,271100.0
5066,250000.0
5067,17500.0
5068,168100.0
5069,93900.0
5070,198500.0
5071,177100.0
5072,251500.0
5073,191600.0
5074,192200.0
5075,187500.0
5076,120900.0
5077,500000.0
5078,273400.0
5079,193800.0
5080,317700.0
5081,126600.0
5082,133000.0
5083,142000.0
5084,340700.0
5085,131600.0
5086,149700.0
5087,86900.0
5088,51800.0
5089,220100.0
5090,384700.0
5091,135800.0
5092,158100.0
5093,163700.0
5094,126200.0
5095,210900.0
5096,156300.0
5097,264700.0
5098,485300.0
5099,184000.0
5100,214100.0
5101,95300.0
5102,287100.0
5103,108300.0
5104,125000.0
5105,190300.0
5106,128100.0
5107,239300.0
5108,312500.0
5109,204300.0
5110,87500.0
5111,190100.0
5112,148700.0
5113,193800.0
5114,61000.0
5115,220100.0
5116,68200.0
5117,217000.0
5118,194100.0
5119,500001.0
5120,95300.0
5121,273400.0
5122,203700.0
5123,79500.0
5124,123100.0
5125,221700.0
5126,178600.0
5127,82000.0
5128,69100.0
5129,350000.0
5130,240900.0
5131,267400.0
5132,210300.0
5133,93100.0
5134,165100.0
5135,366100.0
5136,162500.0
5137,175000.0
5138,100200.0
5139,127900.0
5140,110200.0
5141,86500.0
5142,112300.0
5143,99600.0
5144,179800.0
5145,414000.0
5146,103400.0
5147,455000.0
5148,350000.0
5149,83200.0
5150,253900.0
5151,148700.0
5152,284700.0
5153,255200.0
5154,500000.0
5155,186900.0
5156,155700.0
5157,500001.0
5158,125000.0
5159,250000.0
5160,173200.0
5161,247100.0
5162,336200.0
5163,103800.0
5164,344200.0
5165,141700.0
5166,115700.0
5167,333700.0
5168,125900.0
5169,206300.0
5170,225000.0
5171,128100.0
5172,80000.0
5173,286400.0
5174,441100.0
5175,170500.0
5176,154000.0
5177,259400.0
5178,150000.0
5179,96800.0
5180,378000.0
5181,273400.0
5182,182500.0
5183,178600.0
5184,122300.0
5185,159000.0
5186,174500.0
5187,162200.0
5188,484700.0
5189,194100.0
5190,119400.0
5191,325000.0
5192,120700.0
5193,263300.0
5194,117300.0
5195,101100.0
5196,334100.0
5197,55400.0
5198,312600.0
5199,384600.0
5200,77100.0
5201,136800.0
5202,186900.0
5203,259300.0
5204,157500.0
5205,119900.0
5206,112500.0
5207,144000.0
5208,277300.0
5209,187500.0
5210,198200.0
5211,138100.0
5212,72100.0
5213,110300.0
5214,251700.0
5215,213100.0
5216,500001.0
5217,428300.0
5218,277200.0
5219,71300.0
5220,140200.0
5221,500001.0
5222,240500.0
5223,185700.0
5224,176900.0
5225,101900.0
5226,417100.0
5227,127000.0
5228,137500.0
5229,398800.0
5230,107600.0
5231,95100.0
5232,400000.0
5233,335900.0
5234,271400.0
5235,288000.0
5236,261300.0
5237,271200.0
5238,180700.0
5239,204200.0
5240,313800.0
5241,124700.0
5242,162300.0
5243,81000.0
5244,60900.0
5245,95800.0
5246,98500.0
5247,356300.0
5248,323300.0
5249,91700.0
5250,59400.0
5251,220600.0
5252,277600.0
5253,203800.0
5254,112500.0
5255,111300.0
5256,60800.0
5257,156700.0
5258,111300.0
5259,120300.0
5260,85500.0
5261,203400.0
5262,88800.0
5263,64800.0
5264,185700.0
5265,157600.0
5266,405500.0
5267,230900.0
5268,314300.0
5269,286000.0
5270,162300.0
5271,266300.0
5272,152500.0
5273,267000.0
5274,168100.0
5275,205300.0
5276,102600.0
5277,222900.0
5278,278200.0
5279,150600.0
5280,262400.0
5281,104000.0
5282,174400.0
5283,88400.0
5284,76100.0
5285,99000.0
5286,74300.0
5287,244500.0
5288,205600.0
5289,195100.0
5290,228400.0
5291,71800.0
5292,269800.0
5293,275000.0
5294,147500.0
5295,150900.0
5296,146300.0
5297,184200.0
5298,150400.0
5299,261000.0
5300,256700.0
5301,76100.0
5302,314000.0
5303,86700.0
5304,424000.0
5305,272600.0
5306,213900.0
5307,239100.0
5308,240000.0
5309,132600.0
5310,128300.0
5311,163100.0
5312,174000.0
5313,107900.0
5314,169700.0
5315,160200.0
5316,145600.0
5317,96400.0
5318,115700.0
5319,90600.0
5320,87500.0
5321,224200.0
5322,255200.0
5323,213300.0
5324,268300.0
5325,182800.0
5326,119200.0
5327,92900.0
5328,125000.0
5329,470000.0
5330,168300.0
5331,90000.0
5332,87100.0
5333,78600.0
5334,199700.0
5335,116400.0
5336,193800.0
5337,186200.0
5338,80800.0
5339,442000.0
5340,146400.0
5341,441700.0
5342,178100.0
5343,175000.0
5344,351900.0
5345,63700.0
5346,179100.0
5347,67500.0
5348,414800.0
5349,472700.0
5350,61300.0
5351,110800.0
5352,292500.0
5353,151300.0
5354,155500.0
5355,103300.0
5356,197700.0
5357,500001.0
5358,192200.0
5359,125000.0
5360,95000.0
5361,255400.0
5362,500001.0
5363,65600.0
5364,228300.0
5365,287500.0
5366,116900.0
5367,123000.0
5368,152900.0
5369,326100.0
5370,140400.0
5371,266700.0
5372,219300.0
5373,110400.0
5374,244500.0
5375,112500.0
5376,101100.0
5377,101600.0
5378,87500.0
5379,180900.0
5380,222800.0
5381,259400.0
5382,368300.0
5383,262100.0
5384,91400.0
5385,256000.0
5386,267800.0
5387,192100.0
5388,500001.0
5389,337500.0
5390,250000.0
5391,266700.0
5392,94400.0
5393,306700.0
5394,171700.0
5395,152100.0
5396,117300.0
5397,243400.0
5398,92500.0
5399,275000.0
5400,193100.0
5401,55000.0
5402,138800.0
5403,101100.0
5404,322600.0
5405,163600.0
5406,244000.0
5407,500001.0
5408,61000.0
5409,238200.0
5410,239300.0
5411,144000.0
5412,137500.0
5413,108800.0
5414,500001.0
5415,189600.0
5416,454100.0
5417,269800.0
5418,90800.0
5419,340500.0
5420,231400.0
5421,232800.0
5422,49800.0
5423,433300.0
5424,134100.0
5425,166100.0
5426,90300.0
5427,500001.0
5428,373400.0
5429,47800.0
5430,235400.0
5431,330300.0
5432,78900.0
5433,246700.0
5434,225800.0
5435,145600.0
5436,143100.0
5437,112200.0
5438,234500.0
5439,172700.0
5440,123100.0
5441,475000.0
5442,354400.0
5443,89500.0
5444,132200.0
5445,257300.0
5446,416900.0
5447,350000.0
5448,187500.0
5449,147500.0
5450,106300.0
5451,78800.0
5452,75000.0
5453,111700.0
5454,104000.0
5455,63900.0
5456,208100.0
5457,213100.0
5458,199000.0
5459,136700.0
5460,200000.0
5461,59800.0
5462,245600.0
5463,64900.0
5464,58500.0
5465,185700.0
5466,223000.0
5467,58000.0
5468,170900.0
5469,105800.0
5470,167900.0
5471,296200.0
5472,174100.0
5473,275000.0
5474,393500.0
5475,240500.0
5476,163300.0
5477,112900.0
5478,191700.0
5479,146900.0
5480,470000.0
5481,319000.0
5482,430900.0
5483,132700.0
5484,223400.0
5485,51900.0
5486,222600.0
5487,212200.0
5488,310900.0
5489,500001.0
5490,82300.0
5491,197900.0
5492,417500.0
5493,59700.0
5494,120800.0
5495,157100.0
5496,219500.0
5497,264100.0
5498,228800.0
5499,500001.0
5500,72500.0
5501,70900.0
5502,202800.0
5503,457400.0
5504,205100.0
5505,195200.0
5506,233100.0
5507,140100.0
5508,75400.0
5509,301700.0
5510,218100.0
5511,143400.0
5512,259600.0
5513,208100.0
5514,189800.0
5515,264000.0
5516,113500.0
5517,103100.0
5518,362600.0
5519,154200.0
5520,179100.0
5521,254300.0
5522,168800.0
5523,180300.0
5524,228600.0
5525,148400.0
5526,142600.0
5527,186400.0
5528,94800.0
5529,159800.0
5530,136400.0
5531,500001.0
5532,150300.0
5533,142800.0
5534,100000.0
5535,206400.0
5536,234500.0
5537,289600.0
5538,73200.0
5539,366300.0
5540,232000.0
5541,60900.0
5542,88900.0
5543,225000.0
5544,328900.0
5545,103800.0
5546,434700.0
5547,118500.0
5548,102700.0
5549,225000.0
5550,237300.0
5551,191100.0
5552,402900.0
5553,229500.0
5554,98600.0
5555,166700.0
5556,129700.0
5557,93600.0
5558,242600.0
5559,289600.0
5560,105100.0
5561,186900.0
5562,94900.0
5563,148300.0
5564,321800.0
5565,179500.0
5566,187500.0
5567,105100.0
5568,118100.0
5569,185800.0
5570,149500.0
5571,196900.0
5572,178100.0
5573,500001.0
5574,103600.0
5575,211300.0
5576,193600.0
5577,236400.0
5578,118900.0
5579,58100.0
5580,125900.0
5581,214800.0
5582,201000.0
5583,51700.0
5584,94600.0
5585,261400.0
5586,500001.0
5587,85600.0
5588,355600.0
5589,148500.0
5590,334300.0
5591,247600.0
5592,260000.0
5593,377200.0
5594,129400.0
5595,227900.0
5596,58300.0
5597,59300.0
5598,113500.0
5599,350000.0
5600,149400.0
5601,295300.0
5602,255900.0
5603,90600.0
5604,177500.0
5605,190600.0
5606,73500.0
5607,237100.0
5608,126500.0
5609,257800.0
5610,60800.0
5611,412500.0
5612,136800.0
5613,69800.0
5614,99600.0
5615,164800.0
5616,53500.0
5617,148900.0
5618,98400.0
5619,120800.0
5620,191300.0
5621,500001.0
5622,275000.0
5623,204500.0
5624,208300.0
5625,196100.0
5626,114100.0
5627,171200.0
5628,163200.0
5629,149300.0
5630,72200.0
5631,278700.0
5632,247300.0
5633,150000.0
5634,237300.0
5635,86100.0
5636,348000.0
5637,211800.0
5638,500001.0
5639,81900.0
5640,215800.0
5641,343100.0
5642,317100.0
5643,178000.0
5644,60400.0
5645,93200.0
5646,113900.0
5647,177800.0
5648,227300.0
5649,191000.0
5650,55000.0
5651,49000.0
5652,120100.0
5653,262900.0
5654,165300.0
5655,189400.0
5656,144900.0
5657,91700.0
5658,121100.0
5659,142600.0
5660,87500.0
5661,137300.0
5662,199600.0
5663,500000.0
5664,71300.0
5665,145200.0
5666,79000.0
5667,212500.0
5668,500001.0
5669,103700.0
5670,128000.0
5671,186300.0
5672,183100.0
5673,180200.0
5674,70200.0
5675,138600.0
5676,331300.0
5677,118800.0
5678,137500.0
5679,500001.0
5680,99300.0
5681,500001.0
5682,275000.0
5683,304000.0
5684,261200.0
5685,186800.0
5686,102100.0
5687,244900.0
5688,362900.0
5689,173000.0
5690,166600.0
5691,67500.0
5692,258100.0
5693,355600.0
5694,310300.0
5695,254900.0
5696,70000.0
5697,416700.0
5698,150300.0
5699,138800.0
5700,115800.0
5701,49100.0
5702,70200.0
5703,500001.0
5704,120600.0
5705,126700.0
5706,57900.0
5707,114300.0
5708,248600.0
5709,343800.0
5710,267600.0
5711,245200.0
5712,128000.0
5713,76200.0
5714,150800.0
5715,183100.0
5716,146800.0
5717,100000.0
5718,209200.0
5719,141000.0
5720,228000.0
5721,356500.0
5722,125700.0
5723,305600.0
5724,213400.0
5725,159400.0
5726,330200.0
5727,255900.0
5728,190900.0
5729,260300.0
5730,158300.0
5731,136400.0
5732,137600.0
5733,335900.0
5734,72100.0
5735,54100.0
5736,175400.0
5737,442100.0
5738,241800.0
5739,193800.0
5740,110600.0
5741,86900.0
5742,283100.0
5743,160300.0
5744,292900.0
5745,213100.0
5746,238900.0
5747,126900.0
5748,162500.0
5749,500001.0
5750,353100.0
5751,169400.0
5752,143400.0
5753,205100.0
5754,500001.0
5755,170000.0
5756,259200.0
5757,39800.0
5758,500001.0
5759,332500.0
5760,500001.0
5761,147500.0
5762,80700.0
5763,137000.0
5764,112500.0
5765,132400.0
5766,115200.0
5767,137500.0
5768,361700.0
5769,130600.0
5770,187500.0
5771,60000.0
5772,156300.0
5773,108500.0
5774,279300.0
5775,49000.0
5776,345900.0
5777,346700.0
5778,326000.0
5779,106300.0
5780,191900.0
5781,204500.0
5782,87000.0
5783,67500.0
5784,225000.0
5785,140000.0
5786,61800.0
5787,53300.0
5788,118600.0
5789,137500.0
5790,146800.0
5791,85400.0
5792,420000.0
5793,119400.0
5794,279100.0
5795,500001.0
5796,358200.0
5797,128900.0
5798,156900.0
5799,198800.0
5800,422900.0
5801,284100.0
5802,345900.0
5803,141700.0
5804,367100.0
5805,123200.0
5806,138500.0
5807,191700.0
5808,95500.0
5809,126100.0
5810,238200.0
5811,244100.0
5812,158300.0
5813,216100.0
5814,113500.0
5815,273900.0
5816,183000.0
5817,163100.0
5818,347700.0
5819,500001.0
5820,89400.0
5821,155100.0
5822,188800.0
5823,406700.0
5824,187500.0
5825,432400.0
5826,110300.0
5827,230300.0
5828,285400.0
5829,125000.0
5830,112500.0
5831,500001.0
5832,148300.0
5833,304000.0
5834,209500.0
5835,66100.0
5836,113000.0
5837,212300.0
5838,158300.0
5839,150000.0
5840,137500.0
5841,270800.0
5842,126300.0
5843,172200.0
5844,134700.0
5845,94700.0
5846,252300.0
5847,94200.0
5848,97800.0
5849,127000.0
5850,50200.0
5851,146300.0
5852,113300.0
5853,170700.0
5854,255400.0
5855,275000.0
5856,405800.0
5857,235600.0
5858,112500.0
5859,183300.0
5860,125000.0
5861,222500.0
5862,124400.0
5863,500001.0
5864,95800.0
5865,290700.0
5866,67500.0
5867,84400.0
5868,302000.0
5869,500001.0
5870,201700.0
5871,73800.0
5872,177400.0
5873,154800.0
5874,326800.0
5875,500001.0
5876,144600.0
5877,306700.0
5878,198100.0
5879,188200.0
5880,274400.0
5881,249200.0
5882,153600.0
5883,48500.0
5884,146300.0
5885,220300.0
5886,187500.0
5887,306300.0
5888,285000.0
5889,143900.0
5890,151700.0
5891,500001.0
5892,124100.0
5893,319300.0
5894,148500.0
5895,500001.0
5896,243100.0
5897,172700.0
5898,392800.0
5899,227800.0
5900,197000.0
5901,311300.0
5902,357900.0
5903,98300.0
5904,202500.0
5905,176300.0
5906,159400.0
5907,102900.0
5908,300000.0
5909,149300.0
5910,187500.0
5911,130000.0
5912,119000.0
5913,104600.0
5914,149700.0
5915,248700.0
5916,139200.0
5917,256600.0
5918,94500.0
5919,211800.0
5920,105800.0
5921,67500.0
5922,121600.0
5923,160000.0
5924,252200.0
5925,294000.0
5926,291500.0
5927,272200.0
5928,167200.0
5929,163500.0
5930,181000.0
5931,152500.0
5932,358000.0
5933,437400.0
5934,238000.0
5935,58800.0
5936,202400.0
5937,94700.0
5938,238700.0
5939,53600.0
5940,94300.0
5941,161300.0
5942,85700.0
5943,241900.0
5944,180000.0
5945,178500.0
5946,181300.0
5947,264200.0
5948,88300.0
5949,56000.0
5950,171300.0
5951,323800.0
5952,210900.0
5953,65800.0
5954,133100.0
5955,270700.0
5956,125300.0
5957,113200.0
5958,135700.0
5959,275900.0
5960,138100.0
5961,114200.0
5962,287500.0
5963,240800.0
5964,152300.0
